1661160470 0 0 2914 0
1661160552 0 0 12590 0
1661161028 0 0 36714 0
1661161131 0 0 41338 0
1661161407 0 0 41338 437
1661161429 0 0 41338 437
1661161721 0 0 41340 437
1661162106 0 4569 41340 437
1661162117 0 4569 41340 437
1661162700 0 4569 41668 437
1661163071 0 4953 41668 437
1661163089 0 4953 41668 437
1661163334 0 4953 41877 437
1661163658 0 4953 41877 450
1661163682 0 4953 41877 450
1661164081 0 4953 41879 450
1661171023 0 4953 41890 450
1661171516 0 4953 41930 450
1661172441 0 4953 41946 450
1661172887 0 4953 41946 1035
1661172898 0 4953 41946 1035
1661173669 0 4953 41946 1136
1661174320 0 4953 41946 1384
1661176719 0 4953 41995 1384
1661177925 0 4976 41995 1384
1661178001 0 4976 41995 1384
1661180885 0 4976 41995 1665
1661181107 0 4976 42057 1665
1661238442 0 4976 42066 1665
1661239039 0 4976 42070 1665
1661239211 0 4976 42071 1665
1661239881 0 4988 42071 1665
1661240036 0 4988 42080 1665
1661240063 0 4988 42080 1665
1661247914 0 4988 42371 1665
1661248159 0 4988 42371 1973
1661249238 0 4988 42394 1973
1661258008 0 4992 42394 1973
1661258453 0 4992 42394 1973
1661258859 0 4993 42394 1973
1661258868 0 4993 42394 1973
1661261400 0 4993 42410 1973
1661261523 0 4993 42410 2157
1661264374 0 4993 42413 2157
1661267852 0 4993 42447 2157
1661328356 0 4993 42447 2192
1661328379 0 4993 42447 2192
1661328911 0 4993 42474 2192
1661328917 0 4993 42474 2192
1661328953 0 4993 42475 2192
1661328999 0 4993 42476 2192
1661333021 0 4993 42519 2192
1661340698 0 4993 42519 2259
1661341118 0 5026 42519 2259
1661341576 0 5026 42579 2259
1661344669 0 5026 42587 2259
1661345843 0 5026 42620 2259
1661350136 0 5026 42646 2259
1661350721 0 5062 42646 2259
1661351124 0 5062 42683 2259
1661351134 0 5062 42683 2259
1661351669 0 5062 42688 2259
1661351832 0 5062 42688 2745
1661351847 0 5062 42688 2745
1661351949 0 5065 42688 2745
1661351994 0 5065 42688 2745
1661352501 0 5065 42688 2749
1661352516 0 5065 42691 2749
1661352523 0 5065 42691 2749
1661352889 0 5069 42691 2749
1661352907 0 5069 42691 2749
1661353781 0 5069 42710 2749
1661353820 0 5075 42710 2749
1661353827 0 5075 42710 2749
1661354405 0 5075 42854 2749
1661354414 0 5075 42854 2749
1661367983 123 5075 42854 2749
1661368438 125 5075 42854 2749
1661368845 138 5075 42854 2749
1661411732 138 5075 42854 2760
1661412127 139 5075 42854 2760
1661412134 139 5075 42854 2760
1661412621 139 5077 42854 2760
1661412989 139 5080 42854 2760
1661420685 204 5080 42854 2760
1661420693 204 5080 42854 2760
1661430844 206 5080 42854 2760
1661431798 241 5080 42854 2760
1661432401 241 5308 42854 2760
1661432409 241 5308 42854 2760
1661432442 248 5308 42854 2760
1661432448 248 5308 42854 2760
1661433829 248 5312 42854 2760
1661433836 248 5312 42854 2760
1661437822 319 5312 42854 2760
1661437828 319 5312 42854 2760
1661440487 393 5312 42854 2760
1661440868 396 5312 42854 2760
1661516362 396 5312 42854 2762
1661516431 396 5312 42854 2829
1661516450 396 5312 42854 2829
1661523109 396 5332 42854 2829
1661523115 396 5332 42854 2829
1661524615 399 5332 42854 2829
1661524749 399 5332 42854 2829
1661524793 399 5334 42854 2829
1661524800 399 5334 42854 2829
1661524882 401 5334 42854 2829
1661524896 401 5334 42854 2829
1661525642 421 5334 42854 2829
1661526312 424 5334 42854 2829
1661756883 436 5334 42854 2829
1661756901 950 5334 42854 2829
1661758382 1021 5334 42854 2829
1661759041 1032 5334 42854 2829
1661759544 1041 5334 42854 2829
1661760640 1057 5334 42854 2829
1661764256 1114 5334 42854 2829
1661764731 1116 5334 42854 2829
1661766429 1162 5334 42854 2829
1661768774 1162 5334 42854 2953
1661768791 1162 5334 42854 2953
1661774557 1162 5334 42854 2957
1661774810 1162 5337 42854 2957
1661774992 1162 5339 42854 2957
1661775604 1212 5339 42854 2957
1661775611 1212 5339 42854 2957
1661776538 1277 5339 42854 2957
1661776755 1277 5340 42854 2957
1661776763 1277 5340 42854 2957
1661777313 1287 5340 42854 2957
1661777384 1287 5340 42854 2957
1661777673 1288 5340 42854 2957
1661777717 1288 5340 42854 2963
1661777725 1288 5340 42854 2963
1661778225 1288 5340 42854 2965
1661778269 1288 5340 42854 2967
1661778284 1294 5340 42854 2967
1661778290 1294 5340 42854 2967
1661779517 1319 5340 42854 2967
1661779594 1320 5340 42854 2967
1661779994 1320 5375 42854 2967
1661780006 1320 5375 42854 2967
1661781894 1324 5375 42854 2967
1661781901 1324 5375 42854 2967
1661784518 1362 5375 42854 2967
1661785762 1408 5375 42854 2967
1661786018 1409 5375 42854 2967
1661846951 1473 5375 42854 2967
1661847203 1478 5375 42854 2967
1661847331 1479 5375 42854 2967
1661847379 1485 5375 42854 2967
1661848294 1492 5375 42854 2967
1661848359 1492 5375 42854 2969
1661851717 1492 5388 42854 2969
1661851724 1492 5388 42854 2969
1661863476 1492 5388 42854 2971
1661864374 1553 5388 42854 2971
1661864411 1553 5388 42854 2971
1661864811 1559 5388 42854 2971
1661864887 1577 5388 42854 2971
1661864969 1579 5388 42854 2971
1661865337 1677 5388 42854 2971
1661865481 1678 5388 42854 2971
1661866162 1695 5388 42854 2971
1661868233 1695 5388 42854 2986
1661870473 1695 5392 42854 2986
1661933305 1721 5392 42854 2986
