1661160470 0 0 1 0
1661160552 0 0 2 0
1661161028 0 0 3 0
1661161131 0 0 4 0
1661161407 0 0 4 1
1661161429 0 0 4 2
1661161721 0 0 5 2
1661162106 0 1 5 2
1661162117 0 2 5 2
1661162700 0 2 6 2
1661163071 0 3 6 2
1661163089 0 4 6 2
1661163334 0 4 7 2
1661163658 0 4 7 3
1661163682 0 4 7 4
1661164081 0 4 8 4
1661171023 0 4 9 4
1661171516 0 4 10 4
1661172441 0 4 11 4
1661172887 0 4 11 5
1661172898 0 4 11 6
1661173669 0 4 11 7
1661174320 0 4 11 8
1661176719 0 4 12 8
1661177925 0 5 12 8
1661178001 0 6 12 8
1661180885 0 6 12 9
1661181107 0 6 13 9
1661238442 0 6 14 9
1661239039 0 6 15 9
1661239211 0 6 16 9
1661239881 0 7 16 9
1661240036 0 7 17 9
1661240063 0 7 18 9
1661247914 0 7 19 9
1661248159 0 7 19 10
1661249238 0 7 20 10
1661258008 0 8 20 10
1661258453 0 8 21 10
1661258859 0 9 21 10
1661258868 0 10 21 10
1661261400 0 10 22 10
1661261523 0 10 22 11
1661264374 0 10 23 11
1661267852 0 10 24 11
1661328356 0 10 24 12
1661328379 0 10 24 13
1661328911 0 10 25 13
1661328917 0 10 26 13
1661328953 0 10 27 13
1661328999 0 10 28 13
1661333021 0 10 29 13
1661340698 0 10 29 14
1661341118 0 11 29 14
1661341576 0 11 30 14
1661344669 0 11 31 14
1661345843 0 11 32 14
1661350136 0 11 33 14
1661350721 0 12 33 14
1661351124 0 12 34 14
1661351134 0 12 35 14
1661351669 0 12 36 14
1661351832 0 12 36 15
1661351847 0 12 36 16
1661351949 0 13 36 16
1661351994 0 14 36 16
1661352501 0 14 36 17
1661352516 0 14 37 17
1661352523 0 14 38 17
1661352889 0 15 38 17
1661352907 0 16 38 17
1661353781 0 16 39 17
1661353820 0 17 39 17
1661353827 0 18 39 17
1661354405 0 18 40 17
1661354414 0 18 41 17
1661367983 1 18 41 17
1661368438 2 18 41 17
1661368845 3 18 41 17
1661411732 3 18 41 18
1661412127 4 18 41 18
1661412134 5 18 41 18
1661412621 5 19 41 18
1661412989 5 20 41 18
1661420685 6 20 41 18
1661420693 7 20 41 18
1661430844 8 20 41 18
1661431798 9 20 41 18
1661432401 9 21 41 18
1661432409 9 22 41 18
1661432442 10 22 41 18
1661432448 11 22 41 18
1661433829 11 23 41 18
1661433836 11 24 41 18
1661437822 12 24 41 18
1661437828 13 24 41 18
1661440487 14 24 41 18
1661440868 15 24 41 18
1661516362 15 24 41 19
1661516431 15 24 41 20
1661516450 15 24 41 21
1661523109 15 25 41 21
1661523115 15 26 41 21
1661524615 16 26 41 21
1661524749 17 26 41 21
1661524793 17 27 41 21
1661524800 17 28 41 21
1661524882 18 28 41 21
1661524896 19 28 41 21
1661525642 20 28 41 21
1661526312 21 28 41 21
1661756883 22 28 41 21
1661756901 23 28 41 21
1661758382 24 28 41 21
1661759041 25 28 41 21
1661759544 26 28 41 21
1661760640 27 28 41 21
1661764256 28 28 41 21
1661764731 29 28 41 21
1661766429 30 28 41 21
1661768774 30 28 41 22
1661768791 30 28 41 23
1661774557 30 28 41 24
1661774810 30 29 41 24
1661774992 30 30 41 24
1661775604 31 30 41 24
1661775611 32 30 41 24
1661776538 33 30 41 24
1661776755 33 31 41 24
1661776763 33 32 41 24
1661777313 34 32 41 24
1661777384 35 32 41 24
1661777673 36 32 41 24
1661777717 36 32 41 25
1661777725 36 32 41 26
1661778225 36 32 41 27
1661778269 36 32 41 28
1661778284 37 32 41 28
1661778290 38 32 41 28
1661779517 39 32 41 28
1661779594 40 32 41 28
1661779994 40 33 41 28
1661780006 40 34 41 28
1661781894 41 34 41 28
1661781901 42 34 41 28
1661784518 43 34 41 28
1661785762 44 34 41 28
1661786018 45 34 41 28
1661846951 46 34 41 28
1661847203 47 34 41 28
1661847331 48 34 41 28
1661847379 49 34 41 28
1661848294 50 34 41 28
1661848359 50 34 41 29
1661851717 50 35 41 29
1661851724 50 36 41 29
1661863476 50 36 41 30
1661864374 51 36 41 30
1661864411 52 36 41 30
1661864811 53 36 41 30
1661864887 54 36 41 30
1661864969 55 36 41 30
1661865337 56 36 41 30
1661865481 57 36 41 30
1661866162 58 36 41 30
1661868233 58 36 41 31
1661870473 58 37 41 31
1661933305 59 37 41 31
1661934263 60 37 41 31
1661939051 61 37 41 31
1661939749 62 37 41 31
1661941420 63 37 41 31
1661949536 63 37 41 32
1661949788 64 37 41 32
1661949932 65 37 41 32
1661955475 66 37 41 32
1661959620 66 38 41 32
1661959628 66 39 41 32
1662018751 67 39 41 32
1662018774 67 40 41 32
1662018783 68 40 41 32
1662018795 69 40 41 32
1662019188 70 40 41 32
1662019229 70 41 41 32
1662019299 70 42 41 32
1662021170 71 42 41 32
1662022690 71 42 41 33
1662022741 71 42 41 34
1662022861 71 42 41 35
1662022889 71 42 41 36
1662023379 72 42 41 36
1662024243 72 43 41 36
1662040960 72 43 41 37
1662042865 72 43 41 38
1662044970 72 43 41 39
